season,circuit_id,constructor_id,driver_id,Laps,Points,Rank,round,Points Before GP,Finished,grid,constructor_country_of_origin,updated_wins,updated_poles,year_of_birth,height (cm),weight (kg),driver_country_of_origin,updated_driver_wins,updated_driver_poles,Engine Manufacturer,Engine,Displacement,Cylinders,Valves,driver_age,circuit_country,configuration,length (km),number_of_corners,drs_zones,driver_home_race,constructor_home_race,weather_category_Clear,weather_category_Cloudy,weather_category_Rainy,weather_category_Warm,weather_category_Windy,salary
2010,catalunya,virgin,grassi,62,0.0,19,5,0.0,1,23,United Kingdom,0,0,1984,179,73,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,26,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,266000.0
2010,catalunya,hrt,bruno_senna,0,0.0,20,5,0.0,0,21,Spain,0,0,1983,180,69,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,27,Spain,Race,4.657,14,2,0,1,0,1,0,0,0,199500.0
2010,catalunya,toro_rosso,buemi,42,0.0,21,5,0.0,0,14,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,532000.0
2010,catalunya,lotus_racing,kovalainen,0,0.0,23,5,0.0,0,20,Malaysia,0,0,1981,172,66,Finland,1,1,Cosworth,Cosworth CA2010,2400,8,32,29,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,2660000.0
2010,catalunya,sauber,rosa,18,0.0,24,5,0.0,0,12,Switzerland,1,1,1971,177,74,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,39,Spain,Race,4.657,14,2,1,0,0,1,0,0,0,665000.0
2010,monaco,red_bull,webber,78,25.0,1,6,53.0,1,1,Austria,9,11,1976,185,75,Australia,4,4,Renault,Renault RS27-2010,2400,8,32,34,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,5586000.0
2010,monaco,red_bull,vettel,78,18.0,2,6,60.0,1,3,Austria,9,11,1987,176,58,Germany,6,8,Renault,Renault RS27-2010,2400,8,32,23,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,4700000.0
2010,monaco,renault,kubica,78,15.0,3,6,44.0,1,2,France,35,51,1984,183,72,Poland,1,1,Renault,Renault RS27-2010,2400,8,32,26,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,10000000.0
2010,monaco,ferrari,massa,78,12.0,4,6,49.0,1,4,Italy,211,203,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,29,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,18620000.0
2010,monaco,mclaren,hamilton,78,10.0,5,6,49.0,1,5,United Kingdom,166,145,1985,175,66,United Kingdom,11,17,Mercedes,Mercedes FO 108X,2398,8,32,25,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,21280000.0
2010,monaco,ferrari,alonso,78,8.0,6,6,67.0,1,6,Italy,211,203,1981,171,68,Spain,22,18,Ferrari,Ferrari Tipo 056,2398,8,32,29,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,40000000.0
2010,monaco,mercedes,rosberg,78,6.0,7,6,50.0,1,6,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,25,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,10640000.0
2010,monaco,force_india,sutil,78,4.0,8,6,16.0,1,12,India,0,1,1983,183,75,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,27,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,266000.0
2010,monaco,force_india,liuzzi,78,2.0,9,6,8.0,1,10,India,0,1,1980,169,68,Italy,0,0,Mercedes,Mercedes FO 108X,2398,8,32,30,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,266000.0
2010,monaco,toro_rosso,buemi,78,1.0,10,6,0.0,1,13,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,532000.0
2010,monaco,toro_rosso,alguersuari,78,0.0,11,6,3.0,1,17,Italy,1,1,1990,181,65,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,20,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,532000.0
2010,monaco,mercedes,michael_schumacher,78,0.0,12,6,22.0,1,7,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108X,2398,8,32,41,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,10640000.0
2010,monaco,renault,petrov,73,0.0,13,6,6.0,0,14,France,35,51,1984,185,75,Russia,0,0,Renault,Renault RS27-2010,2400,8,32,26,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,532000.0
2010,monaco,lotus_racing,trulli,70,0.0,15,6,0.0,0,19,Malaysia,0,0,1974,173,60,Italy,1,4,Cosworth,Cosworth CA2010,2400,8,32,36,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,3990000.0
2010,monaco,williams,barrichello,30,0.0,16,6,7.0,0,9,United Kingdom,113,125,1972,172,77,Brazil,11,14,Cosworth,Cosworth CA2010,2400,8,32,38,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,7315000.0
2010,monaco,hrt,bruno_senna,58,0.0,17,6,0.0,0,22,Spain,0,0,1983,180,69,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,27,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,199500.0
2010,monaco,mclaren,button,2,0.0,18,6,70.0,0,8,United Kingdom,166,145,1980,182,72,United Kingdom,9,7,Mercedes,Mercedes FO 108X,2398,8,32,30,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,12000000.0
2010,monaco,virgin,glock,22,0.0,19,6,0.0,0,20,United Kingdom,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,28,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,1330000.0
2010,monaco,virgin,grassi,25,0.0,20,6,0.0,0,21,United Kingdom,0,0,1984,179,73,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,26,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,266000.0
2010,monaco,williams,hulkenberg,0,0.0,21,6,1.0,0,11,United Kingdom,113,125,1987,184,70,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,23,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,931000.0
2010,monaco,sauber,kobayashi,26,0.0,22,6,0.0,0,16,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,24,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,665000.0
2010,monaco,lotus_racing,kovalainen,58,0.0,23,6,0.0,0,18,Malaysia,0,0,1981,172,66,Finland,1,1,Cosworth,Cosworth CA2010,2400,8,32,29,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,2660000.0
2010,monaco,sauber,rosa,21,0.0,24,6,0.0,0,15,Switzerland,1,1,1971,177,74,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,39,Monaco,Street,3.337,19,1,0,0,0,1,0,0,0,665000.0
2010,istanbul,mclaren,hamilton,58,25.0,1,7,59.0,1,2,United Kingdom,167,145,1985,175,66,United Kingdom,12,17,Mercedes,Mercedes FO 108X,2398,8,32,25,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,21280000.0
2010,istanbul,mclaren,button,58,18.0,2,7,70.0,1,4,United Kingdom,167,145,1980,182,72,United Kingdom,9,7,Mercedes,Mercedes FO 108X,2398,8,32,30,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,12000000.0
2010,istanbul,red_bull,webber,58,15.0,3,7,78.0,1,1,Austria,9,12,1976,185,75,Australia,4,5,Renault,Renault RS27-2010,2400,8,32,34,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,5586000.0
2010,istanbul,mercedes,michael_schumacher,58,12.0,4,7,22.0,1,5,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108X,2398,8,32,41,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,10640000.0
2010,istanbul,mercedes,rosberg,58,10.0,5,7,56.0,1,6,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,25,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,10640000.0
2010,istanbul,renault,kubica,58,8.0,6,7,59.0,1,7,France,35,51,1984,183,72,Poland,1,1,Renault,Renault RS27-2010,2400,8,32,26,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,10000000.0
2010,istanbul,ferrari,massa,58,6.0,7,7,61.0,1,8,Italy,211,203,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,29,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,18620000.0
2010,istanbul,ferrari,alonso,58,4.0,8,7,75.0,1,12,Italy,211,203,1981,171,68,Spain,22,18,Ferrari,Ferrari Tipo 056,2398,8,32,29,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,40000000.0
2010,istanbul,force_india,sutil,58,2.0,9,7,20.0,1,11,India,0,1,1983,183,75,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,27,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,266000.0
2010,istanbul,sauber,kobayashi,58,1.0,10,7,0.0,1,10,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,24,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,665000.0
2010,istanbul,sauber,rosa,58,0.0,11,7,0.0,1,13,Switzerland,1,1,1971,177,74,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,39,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,665000.0
2010,istanbul,toro_rosso,alguersuari,58,0.0,12,7,3.0,1,16,Italy,1,1,1990,181,65,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,20,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,532000.0
2010,istanbul,force_india,liuzzi,57,0.0,13,7,10.0,1,18,India,0,1,1980,169,68,Italy,0,0,Mercedes,Mercedes FO 108X,2398,8,32,30,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,266000.0
2010,istanbul,williams,barrichello,57,0.0,14,7,7.0,1,15,United Kingdom,113,125,1972,172,77,Brazil,11,14,Cosworth,Cosworth CA2010,2400,8,32,38,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,7315000.0
2010,istanbul,renault,petrov,57,0.0,15,7,6.0,1,9,France,35,51,1984,185,75,Russia,0,0,Renault,Renault RS27-2010,2400,8,32,26,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,532000.0
2010,istanbul,toro_rosso,buemi,57,0.0,16,7,1.0,1,14,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,532000.0
2010,istanbul,williams,hulkenberg,57,0.0,17,7,1.0,1,17,United Kingdom,113,125,1987,184,70,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,23,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,931000.0
2010,istanbul,virgin,glock,55,0.0,18,7,0.0,1,21,United Kingdom,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,28,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,1330000.0
2010,istanbul,virgin,grassi,55,0.0,19,7,0.0,1,23,United Kingdom,0,0,1984,179,73,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,26,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,266000.0
2010,istanbul,hrt,bruno_senna,46,0.0,21,7,0.0,0,22,Spain,0,0,1983,180,69,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,27,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,199500.0
2010,istanbul,lotus_racing,kovalainen,33,0.0,22,7,0.0,0,20,Malaysia,0,0,1981,172,66,Finland,1,1,Cosworth,Cosworth CA2010,2400,8,32,29,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,2660000.0
2010,istanbul,lotus_racing,trulli,32,0.0,23,7,0.0,0,19,Malaysia,0,0,1974,173,60,Italy,1,4,Cosworth,Cosworth CA2010,2400,8,32,36,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,3990000.0
2010,istanbul,red_bull,vettel,39,0.0,24,7,78.0,0,3,Austria,9,12,1987,176,58,Germany,6,8,Renault,Renault RS27-2010,2400,8,32,23,Turkey,Race,5.338,14,2,0,0,1,0,0,0,0,4700000.0
2010,villeneuve,mclaren,hamilton,70,25.0,1,8,84.0,1,1,United Kingdom,168,146,1985,175,66,United Kingdom,13,18,Mercedes,Mercedes FO 108X,2398,8,32,25,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,21280000.0
2010,villeneuve,mclaren,button,70,18.0,2,8,88.0,1,4,United Kingdom,168,146,1980,182,72,United Kingdom,9,7,Mercedes,Mercedes FO 108X,2398,8,32,30,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,12000000.0
2010,villeneuve,ferrari,alonso,70,15.0,3,8,79.0,1,3,Italy,211,203,1981,171,68,Spain,22,18,Ferrari,Ferrari Tipo 056,2398,8,32,29,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,40000000.0
2010,villeneuve,red_bull,vettel,70,12.0,4,8,78.0,1,2,Austria,9,12,1987,176,58,Germany,6,8,Renault,Renault RS27-2010,2400,8,32,23,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,4700000.0
2010,villeneuve,red_bull,webber,70,10.0,5,8,93.0,1,7,Austria,9,12,1976,185,75,Australia,4,5,Renault,Renault RS27-2010,2400,8,32,34,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,5586000.0
2010,villeneuve,mercedes,rosberg,70,8.0,6,8,66.0,1,10,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,25,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,10640000.0
2010,villeneuve,renault,kubica,70,6.0,7,8,67.0,1,8,France,35,51,1984,183,72,Poland,1,1,Renault,Renault RS27-2010,2400,8,32,26,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,10000000.0
2010,villeneuve,toro_rosso,buemi,69,4.0,8,8,1.0,1,15,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,532000.0
2010,villeneuve,force_india,liuzzi,69,2.0,9,8,10.0,1,5,India,0,1,1980,169,68,Italy,0,0,Mercedes,Mercedes FO 108X,2398,8,32,30,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,266000.0
2010,villeneuve,force_india,sutil,69,1.0,10,8,22.0,1,9,India,0,1,1983,183,75,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,27,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,266000.0
2010,villeneuve,mercedes,michael_schumacher,69,0.0,11,8,34.0,1,13,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108X,2398,8,32,41,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,10640000.0
2010,villeneuve,toro_rosso,alguersuari,69,0.0,12,8,3.0,1,16,Italy,1,1,1990,181,65,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,20,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,532000.0
2010,villeneuve,williams,hulkenberg,69,0.0,13,8,1.0,1,12,United Kingdom,113,125,1987,184,70,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,23,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,931000.0
2010,villeneuve,williams,barrichello,69,0.0,14,8,7.0,1,11,United Kingdom,113,125,1972,172,77,Brazil,11,14,Cosworth,Cosworth CA2010,2400,8,32,38,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,7315000.0
2010,villeneuve,ferrari,massa,69,0.0,15,8,67.0,1,6,Italy,211,203,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,29,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,18620000.0
2010,villeneuve,lotus_racing,kovalainen,68,0.0,16,8,0.0,1,19,Malaysia,0,0,1981,172,66,Finland,1,1,Cosworth,Cosworth CA2010,2400,8,32,29,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,2660000.0
2010,villeneuve,renault,petrov,68,0.0,17,8,6.0,1,14,France,35,51,1984,185,75,Russia,0,0,Renault,Renault RS27-2010,2400,8,32,26,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,532000.0
2010,villeneuve,virgin,grassi,65,0.0,19,8,0.0,1,23,United Kingdom,0,0,1984,179,73,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,26,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,266000.0
2010,villeneuve,hrt,bruno_senna,13,0.0,20,8,0.0,0,22,Spain,0,0,1983,180,69,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,27,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,199500.0
2010,villeneuve,virgin,glock,50,0.0,21,8,0.0,0,21,United Kingdom,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,28,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,1330000.0
2010,villeneuve,sauber,kobayashi,1,0.0,22,8,1.0,0,18,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,24,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,665000.0
2010,villeneuve,sauber,rosa,30,0.0,23,8,0.0,0,17,Switzerland,1,1,1971,177,74,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,39,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,665000.0
2010,villeneuve,lotus_racing,trulli,42,0.0,24,8,0.0,0,20,Malaysia,0,0,1974,173,60,Italy,1,4,Cosworth,Cosworth CA2010,2400,8,32,36,Canada,Street,4.361,14,2,0,0,0,0,0,0,1,3990000.0
2010,valencia,red_bull,vettel,57,25.0,1,9,90.0,1,1,Austria,10,13,1987,176,58,Germany,7,9,Renault,Renault RS27-2010,2400,8,32,23,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,4700000.0
2010,valencia,mclaren,hamilton,57,18.0,2,9,109.0,1,3,United Kingdom,168,146,1985,175,66,United Kingdom,13,18,Mercedes,Mercedes FO 108X,2398,8,32,25,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,21280000.0
2010,valencia,mclaren,button,57,15.0,3,9,106.0,1,7,United Kingdom,168,146,1980,182,72,United Kingdom,9,7,Mercedes,Mercedes FO 108X,2398,8,32,30,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,12000000.0
2010,valencia,williams,barrichello,57,12.0,4,9,7.0,1,9,United Kingdom,113,125,1972,172,77,Brazil,11,14,Cosworth,Cosworth CA2010,2400,8,32,38,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,7315000.0
2010,valencia,renault,kubica,57,10.0,5,9,73.0,1,6,France,35,51,1984,183,72,Poland,1,1,Renault,Renault RS27-2010,2400,8,32,26,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,10000000.0
2010,valencia,force_india,sutil,57,8.0,6,9,23.0,1,13,India,0,1,1983,183,75,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,27,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,266000.0
2010,valencia,sauber,kobayashi,57,6.0,7,9,1.0,1,18,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,24,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,665000.0
2010,valencia,ferrari,alonso,57,4.0,8,9,94.0,1,4,Italy,211,203,1981,171,68,Spain,22,18,Ferrari,Ferrari Tipo 056,2398,8,32,29,Spain,Street,5.419,25,1,1,0,1,0,0,0,0,40000000.0
2010,valencia,toro_rosso,buemi,57,2.0,9,9,5.0,1,11,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,532000.0
2010,valencia,mercedes,rosberg,57,1.0,10,9,74.0,1,12,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,25,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,10640000.0
2010,valencia,ferrari,massa,57,0.0,11,9,67.0,1,5,Italy,211,203,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,29,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,18620000.0
2010,valencia,sauber,rosa,57,0.0,12,9,0.0,1,16,Switzerland,1,1,1971,177,74,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,39,Spain,Street,5.419,25,1,1,0,1,0,0,0,0,665000.0
2010,valencia,toro_rosso,alguersuari,57,0.0,13,9,3.0,1,17,Italy,1,1,1990,181,65,Spain,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,20,Spain,Street,5.419,25,1,1,0,1,0,0,0,0,532000.0
2010,valencia,renault,petrov,57,0.0,14,9,6.0,1,10,France,35,51,1984,185,75,Russia,0,0,Renault,Renault RS27-2010,2400,8,32,26,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,532000.0
2010,valencia,mercedes,michael_schumacher,57,0.0,15,9,34.0,1,15,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108X,2398,8,32,41,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,10640000.0
2010,valencia,force_india,liuzzi,57,0.0,16,9,12.0,1,14,India,0,1,1980,169,68,Italy,0,0,Mercedes,Mercedes FO 108X,2398,8,32,30,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,266000.0
2010,valencia,virgin,grassi,56,0.0,17,9,0.0,1,21,United Kingdom,0,0,1984,179,73,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,26,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,266000.0
2010,valencia,virgin,glock,55,0.0,19,9,0.0,1,22,United Kingdom,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,28,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,1330000.0
2010,valencia,hrt,bruno_senna,55,0.0,20,9,0.0,1,24,Spain,0,0,1983,180,69,Brazil,0,0,Cosworth,Cosworth CA2010,2400,8,32,27,Spain,Street,5.419,25,1,0,1,1,0,0,0,0,199500.0
2010,valencia,lotus_racing,trulli,53,0.0,21,9,0.0,1,19,Malaysia,0,0,1974,173,60,Italy,1,4,Cosworth,Cosworth CA2010,2400,8,32,36,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,3990000.0
2010,valencia,williams,hulkenberg,49,0.0,22,9,1.0,0,8,United Kingdom,113,125,1987,184,70,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,23,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,931000.0
2010,valencia,lotus_racing,kovalainen,8,0.0,23,9,0.0,0,20,Malaysia,0,0,1981,172,66,Finland,1,1,Cosworth,Cosworth CA2010,2400,8,32,29,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,2660000.0
2010,valencia,red_bull,webber,8,0.0,24,9,103.0,0,2,Austria,10,13,1976,185,75,Australia,4,5,Renault,Renault RS27-2010,2400,8,32,34,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,5586000.0
2010,silverstone,red_bull,webber,52,25.0,1,10,103.0,1,2,Austria,11,13,1976,185,75,Australia,5,5,Renault,Renault RS27-2010,2400,8,32,34,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,5586000.0
2010,silverstone,mclaren,hamilton,52,18.0,2,10,127.0,1,4,United Kingdom,168,146,1985,175,66,United Kingdom,13,18,Mercedes,Mercedes FO 108X,2398,8,32,25,United Kingdom,Race,5.891,18,2,1,1,1,0,0,0,0,21280000.0
2010,silverstone,mercedes,rosberg,52,15.0,3,10,75.0,1,5,Germany,9,8,1985,178,71,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,25,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,10640000.0
2010,silverstone,mclaren,button,52,12.0,4,10,121.0,1,14,United Kingdom,168,146,1980,182,72,United Kingdom,9,7,Mercedes,Mercedes FO 108X,2398,8,32,30,United Kingdom,Race,5.891,18,2,1,1,1,0,0,0,0,12000000.0
2010,silverstone,williams,barrichello,52,10.0,5,10,19.0,1,8,United Kingdom,113,125,1972,172,77,Brazil,11,14,Cosworth,Cosworth CA2010,2400,8,32,38,United Kingdom,Race,5.891,18,2,0,1,1,0,0,0,0,7315000.0
2010,silverstone,sauber,kobayashi,52,8.0,6,10,7.0,1,12,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,24,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,665000.0
2010,silverstone,red_bull,vettel,52,6.0,7,10,115.0,1,1,Austria,11,14,1987,176,58,Germany,7,10,Renault,Renault RS27-2010,2400,8,32,23,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,4700000.0
2010,silverstone,force_india,sutil,52,4.0,8,10,31.0,1,11,India,0,1,1983,183,75,Germany,0,0,Mercedes,Mercedes FO 108X,2398,8,32,27,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,266000.0
2010,silverstone,mercedes,michael_schumacher,52,2.0,9,10,34.0,1,10,Germany,9,8,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108X,2398,8,32,41,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,10640000.0
2010,silverstone,williams,hulkenberg,52,1.0,10,10,1.0,1,13,United Kingdom,113,125,1987,184,70,Germany,0,0,Cosworth,Cosworth CA2010,2400,8,32,23,United Kingdom,Race,5.891,18,2,0,1,1,0,0,0,0,931000.0
2010,silverstone,force_india,liuzzi,52,0.0,11,10,12.0,1,20,India,0,1,1980,169,68,Italy,0,0,Mercedes,Mercedes FO 108X,2398,8,32,30,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,266000.0
2010,silverstone,toro_rosso,buemi,52,0.0,12,10,7.0,1,16,Italy,1,1,1988,172,55,Switzerland,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,532000.0
2010,silverstone,renault,petrov,52,0.0,13,10,6.0,1,15,France,35,51,1984,185,75,Russia,0,0,Renault,Renault RS27-2010,2400,8,32,26,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,532000.0
2010,silverstone,ferrari,alonso,52,0.0,14,10,98.0,1,3,Italy,211,203,1981,171,68,Spain,22,18,Ferrari,Ferrari Tipo 056,2398,8,32,29,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,40000000.0
2010,silverstone,ferrari,massa,52,0.0,15,10,67.0,1,7,Italy,211,203,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,29,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,18620000.0
2010,silverstone,lotus_racing,trulli,51,0.0,16,10,0.0,1,21,Malaysia,0,0,1974,173,60,Italy,1,4,Cosworth,Cosworth CA2010,2400,8,32,36,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,3990000.0
2010,silverstone,lotus_racing,kovalainen,51,0.0,17,10,0.0,1,18,Malaysia,0,0,1981,172,66,Finland,1,1,Cosworth,Cosworth CA2010,2400,8,32,29,United Kingdom,Race,5.891,18,2,0,0,1,0,0,0,0,2660000.0
